"id","targdol"
"1",6.33268585203148
"3",6.33268585203148
"4",6.33268585203148
"5",6.33268585203148
"6",6.33268585203148
"7",6.33268585203148
"14",6.33268585203148
"18",6.33268585203148
"19",21.4893388266167
"21",30.6572568247707
"24",50.1944335701619
"25",23.1109396582971
"27",40.5223340577748
"29",29.7462540709036
"30",35.9392541764407
"31",36.2742203755246
"32",22.4766374451314
"34",37.5669393580524
"36",30.821203186174
"37",33.4863943954429
"38",35.7711823617163
"39",42.3436438522091
"40",33.8734859266105
"41",33.4697335037876
"44",33.3849924471436
"46",55.0816365121502
"47",39.4362495143003
"48",56.8452949233247
"50",31.2655676502677
"53",24.1422866427601
"54",39.2668266818184
"55",54.1229875963658
"57",34.7478907839601
"60",39.9409037222504
"62",54.6228589187756
"66",31.1201080841571
"67",46.2960042274028
"68",32.5191456550295
"72",39.5601062868409
"73",51.3206866471615
"75",28.8972361364705
"76",41.0035456236837
"77",33.7085876819769
"82",37.9158663861782
"83",49.432326612649
"84",51.0036810284056
"86",31.8482164289635
"87",34.0333813298327
"89",31.1054560556366
"90",41.5425645346717
"92",27.9389239986521
"94",27.3815592791545
"95",30.6516131279494
"96",35.4538303506058
"97",35.5035989418085
"100",44.5299946977531
"102",26.9383851948779
"106",43.7737101765754
"108",29.7817056444624
"110",28.5363866226266
"113",43.75166822052
"114",32.8777015725829
"115",35.5035989418085
"116",35.0698176236907
"118",32.3539145926301
"121",35.7763181172591
"123",41.0400561400226
"124",54.657353557948
"129",43.9426747402125
"130",39.6664487380897
"131",57.5534879139561
"132",33.3547081886501
"134",31.6125070746102
"136",45.6065423173325
"138",41.0538232768274
"140",30.5627462736427
"141",31.0415705414506
"146",28.103835484648
"147",47.1985401301107
"150",39.7264885862775
"151",52.1456694459715
"152",47.0573319638007
"156",23.8469139688127
"157",34.5104616823608
"158",74.0426785068048
"160",36.3457638438281
"161",42.3283991397449
"167",33.0540411272044
"170",28.3211780059333
"171",34.5708909421996
"174",27.0656716103205
"176",23.7115117242766
"177",49.9820674956231
"178",32.9302966744796
"180",33.5893920697802
"183",37.251596710951
"184",43.4263603681402
"185",32.7895718118593
"186",32.5856874319636
"187",49.2532963574474
"188",26.2162947539151
"189",29.8570771820177
"192",39.0827617036895
"193",31.149863399267
"195",32.760853404234
"196",60.4698191216373
"199",34.3187464265214
"200",35.1703466540612
"201",21.8309386670108
"202",30.7333708991454
"204",29.5460524556156
"206",47.6858040805991
"207",39.2143913938362
"208",31.2634727124696
"209",31.1563466516508
"210",34.8859033680902
"211",31.4482887461055
"212",37.6457882219611
"216",38.6655790934148
"217",36.1217428720678
"218",43.6337377077321
"219",28.7444352836838
"220",42.0526802344819
"221",31.6067675856935
"222",29.3958998103816
"225",29.9728005683304
"232",32.1047654458295
"234",24.2137292523915
"235",31.1889424405831
"239",32.6809301973874
"240",49.1785640258089
"241",32.7829637210938
"245",31.173536034521
"249",25.8875344998832
"250",25.937848220916
"252",36.1593164373983
"253",30.0442107100987
"254",35.8181935885039
"255",31.6157386460372
"257",30.9123653028535
"262",37.4090658099057
"263",27.7926979153342
"264",20.2279837784553
"269",63.2724679317733
"271",27.7435788071078
"272",51.7745732202762
"273",27.7818788480781
"275",30.9735756974379
"277",33.2954781588282
"278",46.7720439954941
"280",47.3177489920432
"281",23.0690404169909
"282",6.33268585203148
"284",28.7496031460921
"287",34.7180453067895
"288",28.8267508014761
"289",30.7018825804767
"290",35.3308968825978
"295",35.2013624807965
"297",47.3524946208691
"300",30.6602551640249
"301",12.5043174325341
"305",32.0473945993964
"311",28.3385233026642
"312",27.7740013239639
"313",47.9866002915357
"315",26.9789202309732
"316",33.4079881284196
"317",31.591725666259
"319",32.0212382736356
"324",44.050453826526
"327",40.4206400586953
"329",29.4791060069262
"330",49.8526399926814
"332",94.4361361557171
"333",29.4145251491408
"335",29.0826926851894
"336",43.796405215355
"337",29.9618645353749
"339",25.8201616544612
"340",31.8578691869692
"342",33.1838555748271
"343",33.7582869715856
"348",29.5544165029566
"349",33.1344921566344
"350",28.6295074602702
"354",33.6032945404598
"356",63.2057094248723
"357",33.2695460307653
"358",29.5066378813082
"363",29.1266051381426
"364",36.3949952236007
"368",37.3396051470999
"370",33.4079881284196
"371",35.1190892830351
"372",38.072281126731
"373",30.9455568289417
"376",27.3899047086569
"377",31.4693130929664
"378",20.4053123918839
"379",32.1398173734866
"380",30.1027578006508
"382",33.4079881284196
"383",35.3205258816709
"384",50.1278640061261
"386",28.7496031460921
"389",44.6818963532835
"390",25.7418649890434
"391",29.8623180720235
"392",30.6572568247707
"393",36.259638178988
"395",33.8179287516784
"396",46.040167324663
"398",4.57734248477204
"399",44.9141850824104
"400",29.0925667373268
"403",23.7843769686087
"404",35.3042727614437
"405",72.3397151474338
"406",30.6572568247707
"409",41.0709727579684
"414",43.3417501578104
"416",29.6700082191608
"417",27.8020866597837
"418",36.3219325535986
"419",31.8512032545326
"421",37.6062567603364
"423",29.9780505738085
"424",54.7462109557726
"428",28.9159266215324
"430",39.0912735850556
"431",24.4205125818636
"438",33.5580623056082
"440",31.2830535639402
"443",35.1101246794873
"444",40.2633996075256
"445",33.6060335588211
"450",36.4502602268135
"451",59.3272887617528
"452",49.9171109960801
"453",34.9959430261941
"454",30.9682222768755
"457",58.0769038339217
"460",27.6778533245166
"461",30.0405231904178
"462",27.593122873895
"464",38.0863976451357
"465",30.6661623159765
"467",29.7144098547387
"470",28.4450823613415
"471",44.4746080014117
"472",32.5803207314796
"475",31.4992830796931
"479",31.9494622336938
"483",36.1162485786487
"486",42.3108015984541
"487",23.3716769085071
"488",31.7834436757425
"489",32.4043645511463
"490",56.229608728115
"492",39.7384804121677
"494",45.5756225932268
"496",28.5827196887601
"497",47.4189962016037
"499",26.9197204439447
"500",31.0514224765263
"503",30.311729174164
"504",53.9935342790142
"509",27.3815592791545
"513",28.5827196887601
"515",39.7093022899266
"522",32.7125025100136
"523",26.6572905316517
"525",36.6979284220815
"530",38.5832996854169
"531",33.8460794827002
"532",29.0925667373268
"533",27.3815592791545
"536",30.9123653028535
"538",30.9123653028535
"541",40.7101269333817
